word,synonyms,Kannada,English,Hindi
गुरु,गुरु,ನಿಷೇಕಾದಿ ಕರ್ಮಗಳನ್ನು ಮಾಡಿದವನು-ತಂದೆ,A father,निषेकादि संस्कारों को सविधि करके अन्नादि से पालन करते हुए पढ़ाने वाले
आङ्गिरस,बृहस्पति सुराचार्य गीष्पति धिषण गुरु जीव आङ्गिरस वाचस्पति चित्रशिखण्डिज,ಬೃಹಸ್ಪತಿ,Brihaspathi (Jupiter),देवगुरु बृहस्पति
वाचस्पति,बृहस्पति सुराचार्य गीष्पति धिषण गुरु जीव आङ्गिरस वाचस्पति चित्रशिखण्डिज,ಬೃಹಸ್ಪತಿ,Brihaspathi (Jupiter),देवगुरु बृहस्पति
चित्रशिखण्डिज,बृहस्पति सुराचार्य गीष्पति धिषण गुरु जीव आङ्गिरस वाचस्पति चित्रशिखण्डिज,ಬೃಹಸ್ಪತಿ,Brihaspathi (Jupiter),देवगुरु बृहस्पति
दैत्यगुरु,शुक्र दैत्यगुरु काव्य उशनस् भार्गव कवि,ಶುಕ್ರ,Sukra (venus),दैत्यगुरु शुक्र
काव्य,शुक्र दैत्यगुरु काव्य उशनस् भार्गव कवि,ಶುಕ್ರ,Sukra (venus),दैत्यगुरु शुक्र
उशनस्,शुक्र दैत्यगुरु काव्य उशनस् भार्गव कवि,ಶುಕ್ರ,Sukra (venus),दैत्यगुरु शुक्र
भार्गव,दूर्वा शतपर्विका सहस्रवीर्या भार्गवी रुहा अनन्ता,ಗರುಕೆ ಹುಲ್ಲು,The grass Panicum daotylon,दूब
कवि,कविका खलीन,"ಕಡಿವಾಣ, ಲಗಾಮು",Bridle,लगाम
अङ्गारक,अङ्गारक कुज भौम लोहिताङ्ग महीसुत मङ्गल,ಅಂಗಾರಕ,Angaraka (Mars),मङ्गलग्रह
कुज,अङ्गारक कुज भौम लोहिताङ्ग महीसुत मङ्गल,ಅಂಗಾರಕ,Angaraka (Mars),मङ्गलग्रह
भौम,चक्रवर्तिन् सार्वभौम,ಸಾರ್ವಭೌಮ,Emperor,सागर तक राज्य करने वाले राजा
लोहिताङ्ग,अङ्गारक कुज भौम लोहिताङ्ग महीसुत मङ्गल,ಅಂಗಾರಕ,Angaraka (Mars),मङ्गलग्रह
महीसुत,अङ्गारक कुज भौम लोहिताङ्ग महीसुत मङ्गल,ಅಂಗಾರಕ,Angaraka (Mars),मङ्गलग्रह
बुध,बुद्ध बुधित मनित विदित प्रतिपन्न अवसित अवगत,None,None,None
सौम्य,असौम्यस्वर अस्वर,ಕೇಳುವುದಕ್ಕೆ ಇಂಪಿಲ್ಲದ ಸ್ವರವುಳ್ಳವನು,"Discordant, out of tune",काक की तरह रूक्ष स्वर से बोलने वाले
सौरि,शनैश्चर सौरि शनि मन्द पङ्गु काल छायापुत्र असित अर्कज,ಶನೈಶ್ಚರ,Sani (Saturn),शनि 
तमस्,विरजस्तमस् द्वयातिग,ರಜಸ್ತಮೋಗುಣಗಳ ಕಾರ್ಯಗಳನ್ನು ಬಿಟ್ಟವನು,"A man of gentle temper, one freed from passion and ignorance",सत्त्वगुणी
राहु,राहु तम स्वर्भानु सैंहिकेय विधुन्तुद,ರಾಹು,Rahu (the ascending node),राहु
स्वर्भानु,राहु तम स्वर्भानु सैंहिकेय विधुन्तुद,ರಾಹು,Rahu (the ascending node),राहु
सैंहिकेय,राहु तम स्वर्भानु सैंहिकेय विधुन्तुद,ರಾಹು,Rahu (the ascending node),राहु
विधुन्तुद,राहु तम स्वर्भानु सैंहिकेय विधुन्तुद,ರಾಹು,Rahu (the ascending node),राहु
चित्रशिखण्डिन्,चित्रशिखण्डिन्,ಸಪ್ತಋಷಿಗಳು,The seven Rishis (Ursa Major),सप्तर्षि
लग्न,लग्नक प्रतिभू,ಹೊಣೆಗಾರ,One who is security for another,ऋण आदि में मध्यरथ या जामिन होने वाले
सूर,यमुना कालिन्दी सूर्यतनया शमनस्वसृ,ಯಮುನಾ ನದಿ,The jumna (Yamuna),यमुना
सूर्य,यमुना कालिन्दी सूर्यतनया शमनस्वसृ,ಯಮುನಾ ನದಿ,The jumna (Yamuna),यमुना
द्वादशात्मन्,सूर्य सूर आर्यमन् आदित्य द्वादशात्मन् दिवाकर भास्कर अहस्कर ब्रध्न प्रभाकर विभाकर भास्वत् विवस्वत् सप्ताश्व हरिदश्व उष्णरिश्म विकर्तन् अर्क मार्तण्ड मिहिर अरुण पूषन् द्युमणि तरणि मित्र चित्रभानु विरोचन विभावसु ग्रहपति त्विषाम्पति अहर्पति भानु,ಸೂರ್ಯ,Surya (the sun),सूर्य
दिवाकर,सूर्य सूर आर्यमन् आदित्य द्वादशात्मन् दिवाकर भास्कर अहस्कर ब्रध्न प्रभाकर विभाकर भास्वत् विवस्वत् सप्ताश्व हरिदश्व उष्णरिश्म विकर्तन् अर्क मार्तण्ड मिहिर अरुण पूषन् द्युमणि तरणि मित्र चित्रभानु विरोचन विभावसु ग्रहपति त्विषाम्पति अहर्पति भानु,ಸೂರ್ಯ,Surya (the sun),सूर्य
भास्कर,सूर्य सूर आर्यमन् आदित्य द्वादशात्मन् दिवाकर भास्कर अहस्कर ब्रध्न प्रभाकर विभाकर भास्वत् विवस्वत् सप्ताश्व हरिदश्व उष्णरिश्म विकर्तन् अर्क मार्तण्ड मिहिर अरुण पूषन् द्युमणि तरणि मित्र चित्रभानु विरोचन विभावसु ग्रहपति त्विषाम्पति अहर्पति भानु,ಸೂರ್ಯ,Surya (the sun),सूर्य
अहस्कर,सूर्य सूर आर्यमन् आदित्य द्वादशात्मन् दिवाकर भास्कर अहस्कर ब्रध्न प्रभाकर विभाकर भास्वत् विवस्वत् सप्ताश्व हरिदश्व उष्णरिश्म विकर्तन् अर्क मार्तण्ड मिहिर अरुण पूषन् द्युमणि तरणि मित्र चित्रभानु विरोचन विभावसु ग्रहपति त्विषाम्पति अहर्पति भानु,ಸೂರ್ಯ,Surya (the sun),सूर्य
ब्रध्न,सूर्य सूर आर्यमन् आदित्य द्वादशात्मन् दिवाकर भास्कर अहस्कर ब्रध्न प्रभाकर विभाकर भास्वत् विवस्वत् सप्ताश्व हरिदश्व उष्णरिश्म विकर्तन् अर्क मार्तण्ड मिहिर अरुण पूषन् द्युमणि तरणि मित्र चित्रभानु विरोचन विभावसु ग्रहपति त्विषाम्पति अहर्पति भानु,ಸೂರ್ಯ,Surya (the sun),सूर्य
